ImgName,Path Aligned,Path Sh,Label
Img_901.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_901.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_901.jpg,3
Img_823.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_823.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_823.jpg,2
Img_1147.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1147.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1147.jpg,3
Img_1546.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1546.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1546.jpg,6
Img_731.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_731.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_731.jpg,2
Img_1240.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1240.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1240.jpg,4
Img_758.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_758.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_758.jpg,2
Img_1563.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1563.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1563.jpg,6
Img_211.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_211.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_211.jpg,0
Img_394.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_394.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_394.jpg,0
Img_1181.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1181.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1181.jpg,4
Img_636.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_636.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_636.jpg,2
Img_136.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_136.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_136.jpg,0
Img_1367.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1367.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1367.jpg,5
Img_1248.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1248.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1248.jpg,4
Img_529.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_529.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_529.jpg,1
Img_151.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_151.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_151.jpg,0
Img_41.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_41.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_41.jpg,0
Img_71.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_71.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_71.jpg,0
Img_524.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_524.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_524.jpg,1
Img_996.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_996.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_996.jpg,3
Img_294.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_294.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_294.jpg,0
Img_1236.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1236.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1236.jpg,4
Img_36.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_36.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_36.jpg,0
Img_75.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_75.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_75.jpg,0
Img_341.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_341.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_341.jpg,0
Img_303.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_303.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_303.jpg,0
Img_613.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_613.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_613.jpg,2
Img_1492.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1492.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1492.jpg,5
Img_760.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_760.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_760.jpg,2
Img_1041.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1041.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1041.jpg,3
Img_599.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_599.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_599.jpg,2
Img_346.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_346.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_346.jpg,0
Img_874.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_874.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_874.jpg,3
Img_1332.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1332.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1332.jpg,5
Img_1531.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1531.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1531.jpg,5
Img_535.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_535.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_535.jpg,1
Img_698.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_698.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_698.jpg,2
Img_1002.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1002.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1002.jpg,3
Img_1140.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1140.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1140.jpg,3
Img_1449.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1449.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1449.jpg,5
Img_1374.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1374.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1374.jpg,5
Img_1438.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1438.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1438.jpg,5
Img_1043.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1043.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1043.jpg,3
Img_1625.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1625.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1625.jpg,6
Img_1021.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1021.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1021.jpg,3
Img_1359.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1359.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1359.jpg,5
Img_431.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_431.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_431.jpg,1
Img_15.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_15.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_15.jpg,0
Img_1108.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1108.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1108.jpg,3
Img_1195.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1195.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1195.jpg,4
Img_1148.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1148.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1148.jpg,3
Img_1448.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1448.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1448.jpg,5
Img_900.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_900.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_900.jpg,3
Img_1635.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_1635.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_1635.jpg,6
Img_106.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_106.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_106.jpg,0
Img_82.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Align/Train/Img_82.jpg,/nas-ctm01/datasets/public/DB/FER_/CK+_Sh/Train/Img_82.jpg,0
